text,label
"﻿ممنون اقا سامان.راستش به نظرم حرفای شما بیشتر به فکرمن نزدیکه.من ارشد مترجمی دانشکاه خودم بدون کنکور قبولم.ارشد زبان شناسی روزانه اوردم.و ازاد هم رشته مشاوره شهر دیگه قبولم.شما اگه این انتخاب هارو داشتید باتوجه به تجربیاتتون کدومو میرفتید؟
اقای مقدس ممنون میشم شما هم این سوال رو جواب بدید.
اقا سامان خوب همه ی اساتید رو میشناسی گرچه به نظر من بار علمی اقای خروشی از اقای اکبری بیشتره!!!!و واسه دروسی هم که گفتید مثل زبان شناسی1و2از ارشد زبان شناسی در دانشگاه ما استفاده میشه نه تیچینگ یا مترجمی!",ham
"﻿نسرین جان
حرفای این افراد بهرحال رو ادم تاثیر میذاره ادم نباید همه چیو خودش تجربه کنه بهرحال اید افراد این راهو رفتن و تجربشونو در اختیار ما قرار دادن فک نمیکنم بد باشه اگه به حرفاشون فک کنیم هرچند که از قبل تحقیق هم کرده باشیم در مورد این رشته",ham
﻿سلام... وقتی از یک بیرانوند می پرسی تو لک هستی یا لر، اگر از جمله کسانی باشد که اعتقاد دارد یک لر لک زبان است چه باید جواب بدهد؟ او به هر حال می گوید لک هستم و بدین ترتیب مجبور شده است به طور ضمنی بگوید لر نیستم! بدین ترتیب منحصر کردن نام لر به یک گویش خاص از لرستان باعث رانده شدن بختیاری و لک و.. از دامان لرستان شده است، لرها زبان های مختلفی دارند لکی، بختیاری، مینجایی و... بکوشید در آثار قلمی خود پرسش اشتباه لر هستی یا بختیاری، و یا لر هستی یا لک و بروجردی را با استفاده زا نام مینجایی به جای خرم آبادی تصحیح کنیم. ,ham
﻿داش سامان داشتیم؟ زبانشناسی میشه راحت رتبه اورد؟ من امسال کنار زبانشاسی کنکور عمران هم دادم، یک ثانیه براش درس نخونده بودم، رفتم سر جلسه (وقت کنکور 4 ساعت و نیمه) زبان و ریاضی و استاتیک رو زدم اومدم بیرون (شد 1 ساعت و پنجاه دقیقه) رتبم شد 1800، که ینی تهران شبانه، شهرستان روزانه قبول میشدم. خداییش اگه کسی برا گلابی بودن بخواد کنکور بده از زبانشناسی راحت تر زیاده، مهندسی مواد، عمران، علوم تربیتی، مطالعات زنان، مطالعات کشورهای جهان، دانش اجتماعی مسلمین و ...,ham
"﻿مینا خانم

راستش از مشاوره اصلا اطلاعی ندارم کاش با دانشجویان این رشته یه مشورتی بکنین ولی این طور که شنیدم اگه600 تا800 ساعت دوره کاراموزی ببینین و مدرک ارشد داشته باشین میتونین از طریق نظام پزشکی درخواست جواز مرکز مشاوره خانواده رو بدین (اینا اطلاعات دقیقی نیست). در مورد تفاوت مترجمی و تیچینگ با زبانشناسی هم اینو بگم که مثلا اقای احقر با مدرک لیسانس اموزش انگلیسی از دانشگاه ازاد ملایر الان در دانشگاه علمی کاربردی و جهاد دانشگاهی همدان و شهرای اطراف زبان عمومی و تخصصی تدریس میکنن ولی کدوم ارشد زبانشناسی میتونه دانشگاه تدریس کنه؟؟!!!!!!! اقای حمید رستمی یکی از تاپ ترین مدرسین ایلتس و تافل در مشهد هستن چندتا کتاب در مورد ازمون لیسنینگ ایلتس تالیف کردن و با ارشد مترجمی عضو هیئت علمی شدن ایشون میگفتن اقای خروشی خیلی از من در زمینه تلفظی و اکسنت بریتیش مسلط تر هستن ولی اینکه چرا هنوز نتونستن حتی به صورت حق التدریس دانشگاه تدریس کنن رو باید از خودشون بپرسین .فکر کنم روزهای شنبه دانشگاه علوم اسلامی رضوی کلاس داشته باشن. ضمنا اقای خروشی تنها زبانشناسی در ایران هستن که قران رو دارن به صورت ای پی ای در میارن. ایشون چندین کتاب و مقاله دارن که در سطح کشور چاپ شده . اقای خروشی با وجود مقام علمی بالا فوق العاده متواضع هستن حتما با هاشون مشورت کنین",ham
"﻿مینا خانم
یکی از دلایلی که مترجمی رو ادامه ندادم این بود که دایره لغت خیلی پایینی داشتم و باید روی یه متن 2 صفحه ای یکی دو ساعت وقت میذاشتم. شما فرمودین جز استعداد های درخشان دوره کارشناسی بودید پس مشکلی در اسپیکینگ و لیسنینگ نداشتید و ناگفته پیداست دایره لغت خیلی بالایی هم دارین حیف نیست مترجمی رو رها کنین و رشته ایی رو انتخاب کنین که باید برای هر ادم باسواد و بی سوادی که ازتون میپرسه چی میخونین 1ساعت حرف بزنین اخرشم بگه اییییییییییی باااااااااااابا این که همون روانشناسی یا ادبیات فارسیه .
حدودا 2 هفته پیش رفتم یه مدرسه در تهران بعد از 45 دقیقه مصاحبه و شرح تاریخچه زبانشناسی از ارسطو و افلاطون تا اباطیل جنابان چامسکی و سوسور و... مدیر مدرسه که تحصیل کرده هم بودن گفت این رشته به درد تدریس انگلیسی و ادبیات دبیرستان و راهنمایی نمیخوره ولی میتونی1 سال مجانی برامون کار کنی تا بفهمم این رشته شما چی هست!!!!!!
اوایل تابستون امسال هم با استفاده از بند پ دانشگاه ازاد شهرم رفتم تا حداقل به عنوان کار اموز حتی شده مجانی زبان عمومی به دانشجویان کاردانی تدریس کنم,خدا شاهده وقتی مدیر گروهش فهمید زبانشناسی میخونم گفت شماها خودتونو گذاشتین سر کار تا این همه اموزش زبان ومترجمی بیکار مونده کی زبانشناسی میگیره زبانشناسی فقط برای مدرک قاب کردن به درد میخوره نه کار پیدا کردن",ham
"﻿نرگس خانم رستم ابادی

به قول جناب دکتر خیابانی باید ببینید اون خانمی که از 3تا دانشگاه براش دعوت به همکاری اومده واقعااااا بعد علمی ایشون مد نظر دانشگاه بوده یا ایشون نورچشمی تشریف داشتن .جون این 2ترم من 3 تا استاد داشتم ( لی لا خانم هم صحبتای من رو تایید میکنن)این 3 بزرگوار که اسمشون رو نمیبرم و عضو هیئت علمی تربیت مدرس و تهران بودن از روی کتاب برای ما رو خوانی میکردن حتی یه روز کتابشون رو نیاوردن ککلاس رو تعطیل کردن خدا شاهده عین واقعیته .وقتی به مدیر گروه اعتراض کردیم ایشون گفتن من کاره ایی نیستم اعتراض خودتون رو ببرید سازمان مرکزی دانشگاه یا پیش ریس دانشکده.
میخوام بگم همه چی علمی نیست وقتی تشریف اوردین دانشگاه خودتون متوجه میشید",ham
"﻿خانم نرگس رستم ابادی

یه چیزی یادم رفت اونم اینه که وقتی میخواستم ازفا رو انتخاب کنم دکتر پهلوان نژاد گفتن ,کرسی های زبان فارسی و ایران شناسی در خیلی از دانشگاههای دنیا مخصوصا خاورمیانه و اسیای مرکزی تاسیس شده و هر سال وزارت علوم ایران اساتید زیادی رو به این کشورها اعزام میکنه ولی اصلا معیار علمی برای انتخاب این اساتید وجود نداره و از همون فیلترهایی این اساتید عبور میکنن که اعضای سفارت خانه ها و کنسول گری ها رد میشن.
در ضمن سرکار خانم, چون دوره کارشناسی این رشته تقریبا در هیچ دانشگاهی برگزار نمیشه و تعداد شهرهایی که ارشد میگیرن خیلی کمه اقای دکتر سید مجتبی نامور فرگی نتونستن در هیچ دانشگاهی عضو هیئت علمی بشن(البته تا پارسال از ایشون خبر دارم)",ham
"﻿با سلام و احترام خدمت دوست بزرگوارم جناب گروسین
در حال حاضر رشته زبان‌شناسی دارای 30 گروه زبان‌شناسی (آزاد+سراسری) هست اگر فرض کنیم هر گروه زبان‌شناسی 10 هیئت علمی استخدام کنه کلاً میشه 300 نفر هیئت علمی.(و بسیار ماورایی و رومانتیک این طور فکر کنیم که هر سال هم 5 نفر بازنشسته بشن ) شما به من بگید با این حجم پذیرش دانشجو که در مقاطع ارشد و دکتری داریم، بازار کار این رشته در جذب هیات علمی دانشگاه چقدر می شه؟ بله حق با شما و سامان و بسیاری از دوستانه اگر هدف من اینه که دکتری زبانشناسی بگیرم و بعد استاد دانشگاه بشم به هیچ عنوان این رشته رو انتخاب نکنید. اما مشکل اینجا نیست به من بگید رشته مترجمی، آموزش زبان، ادبیات انگلیسی آیا وضعیت مناسب‌تری دارن؟ زبان‌شناسی با 30 تا گروه وضعیتش اینه وای به حال بقیه رشته‌ها. پس وقتی من می‌گم رشته زبان‌شناسی رو قابلیت‌هاش رو بشناسیم، به سازمان‌ها و مراکزی که فکر می‌کنیم می‌تونیم توانمندی‌هاش رو نشون بدیم مراجعه کنیم و خودمون کار تولید کنیم حالا منظور من و فهمیدید. یه مثال ساده، من مترجم و کارشناس رسمی قوه قضاییه هستم این‌قدر زبان‌شناسی و زبان‌شناسی حقوقی (forensic linguistics) رو تبلیغ کردم که دیگه دادگاه‌ها و شعبی که جرایم ترجمه بهشون ارجاع می‌دن حتما از من دعوت می‌کنن حداقل پولی هم که بابت هر پرونده می‌گیرم 400هزار به بالاست.",ham
"﻿سامان:
متاسفانه شما رو نمی‌شناسم، اما نقدهای بسیاری به شیوه نقل‌قول‌ها و شیوه بیان مسائل شما دارم. در بسیاری از مواقع بخشی از یک مسئله رو مطرح می‌کنید که تمام مسئله نیست و با بیان همون یک بخش مختصر نتیجه‌گیری کلی می‌کنین و به کل تعمیم می‌دین به نظرم این درست نیست ما دانشگاهیان وظیفه داریم اصول و شیوه نقد و نقادی رو رعایت کنیم. در پاره‌ای از موارد ناکامی‌هایی که برای خودتون پیش‌آمده رو به رشته زبان شناسی حواله می‌دید مثال همین نمونه اخرتون که برای تدریس به یه مدرسه مراجعه کردین و.... اگر شما نتونستید یا اون مدیر نخواسته توانایی رشته زبان‌شناسی رو درک کنه، ایراد از علم زبان‌شناسی نیست. شاید شما هم خوب رشتتون رو معرفی کردین اما اون مدیر نخواسته به شما گوش بده. مثال از گفتار شما زیاد دارم. از شما دعوت می‌کنم حضوری ببینمتون و مفصل یه گپ و گفت دوستانه با هم داشته باشیم.",ham
"﻿سامان جان:
باور کن دیشب با گوشی موبایل نظرات جدید تو خوندم خیلی ناراحت شدم. میخواستم همین دیشب دیر وقت سیستم رو روشن کنم دوباره جواب تو بدم اما خوشبختانه امیر جان جواب خوبی داد. این که فلان مدرسه رفتی و بهت فلان حرف رو زدند، تجربه شخصی شماست، دلیل نمیشه که تجربه شخصی شما در مورد همه صدق کنه. ضمن اینکه شما که کارشناسی مترجمی داری؛ چطور با همین کارشناسی مترجمی در مدرسه به شما کار نمیدن؟
تو تمام زحمت های من رو داری به باد میدی من ساعتها وقت برای این وبلاگ میذارم، کتاب، مقاله، مطلب جدید، راهنمایی برای آزمون ارشد و دکتری، و به هر شکلی که هست،‌می خوام زوایایی این رشته رو بیشتر بهشون معرفی کنم. باور کن از طریق این وبلاگ دوستی پیدا کردم که تا جایی که یادمه مهندسی نفت میخوند و مطالعه زبان براش جالب بود! شخصی به من ایمیل زده بود و داوطلب کنکور ورودی دانشگاه بود یعنی دبیرستانی بود؛ بعد به من گفت که میخوام وارد زبانشناسی بشم و از من راهنمایی خواست. اگه یه عده ای نتونستند با زبانشناسی کار پیدا کنند از طرفی عده دیگه ای در همین کامنت ها گفتند که تونستند با زبانشناسی کار پیدا کنند. به قول امیر نمیشه این مسئله رو به همه تعمیم داد.",ham
"﻿جناب احمدی عزیز اگه اجازه بدین به ترتیب نظرات خودم رو درباره فرمایشاتون میدم:
1- اینکه فرمودین دانشگاهها 300 نفر هیئت علمی زبانشناسی میگیرن نمیدونم منظورتون در چند سال بود بعید میدونم از 50 سال پیش تا الان انقدر زبانشناس هیئت علمی شده باشن نمونش همون اساتید بزرگواری هستن که نام بردم وشاید شما نشناسینون ولی از جناب دکتر خیابانی که حداقل خبر دارین بعد از کلی دوندگی دانشگاه ازاد کرج تونستن هیئت علمی بشن که به قول خودشون خیلی شانس اوردن.اساتید کارشناسی من به جز 2 نفرشون همگی تیچینگ خونده بودن.
2-جناب مقدس گفتن که طبق امار یکی از روزنامه ها امار بیشترین بیکاری در علوم انسانی رو رشته حقوق داره وبعشیش از وکلا مجبور شدن اسباب بازی بفروشن!!! حالا اینکه چندنفر زبانشناس حقوقی در قوه قضاییه مشغول به کارند جای سوال داره؟؟ در ثانی بزرگوار همه میدونن کارشناسان قوه قضایییه و وکلای رسمی دادگستری از چه فیلترهایی عبور میکنن که افراد عادی مثل من با فوق دکترا هم نمیتونن وارد این مشاغل بشن. دوست خودم با رتبه 380 حقوق علامه قبول شد و ارشد هم در دانشگاه تهران گرفت واز نحوه گرفتن جواز دفترخانه و انتخاب وکلای پایه 1 دادگستری گفت که چه جوری قبل از ازمون همه انتخاب شده بودن(اگه اجازه میداد اسمش رو میگفتم ولی خوب نمیشه) .
3-جناب احمدی عزیز یکی از هم کلاسی های من و لی لا خانم لیسانس گفتار درمانی دارن و توی یه مرکز گفتار درمانی مشغول به کار هستن .خودش میگفت برای کار در این مراکز حتما باید رشته گفتاردرمانی که زیر مجموعه پیراپزشکی هست خونده باشید و هیچ زبانشناسی در مراکزی که ایشون کار میکردند ,شاغل نبودند . طبق گفته خودشون ایشون فقط برای مدرک و در درجه دوم اشنایی با مشکلات زبان پریشی و اشنایی با مقدمات عصب شناسی زبان این رشته رو انتخاب کردن",ham
"﻿تو یک بار تجربیات خودتون گفتی و همه استفاده کردند. دیگران هم تجربیات خودشون رو گفتند. دیگه چرا چندین بار یک تجربه از مصاحبه در مدرسه رو میگی؟ از کجا معلوم که تونسته باشی خوب زبانشناسی رو به مسئول مدرسه معرفی کنی؟
دانشگاه علامه بهترین دپارتمان ترجمه رو داره. یکی دو سال قبل با یکی از دانشجویان ارشد اون از طریق نت صحبت میکردم ایشون اصلا از وضیعت رشته ش راضی نبود و اصلا قصد داشت که دوباره یه رشته دیگه در ارشد بخونه.",ham
﻿ من وقتی خودم رو معرفی میکنم اول محل سکونتم رو میگم بعد شهر محل تولدم بعد زبانم بعد طایفه ام. اگر برای کسی مهم باشد باید برایش توضیح داد. شیوه معرفی کردن هر شخص هم منحصر به فرد است. نمیتوانیم برای همه یک نسخه بپیچیم. اصلا نسخه پیچیدن در این نوع مسائل فردی اشتباه است. بیشتر به عقیده آدم مربوط میشود تا علم. بحث سیاسیه آقا !!! ,ham
"﻿دوست خوب و مهربانم سامان عزیز:
قبل از اینکه جواب صحبتهات رو بدم خواهش می‌کنم دوباره نوشته‌های من رو بخون و جوابهای خودت رو مقایسه کن، 100% متوجه می‌شی که متاسفانه حرفهای من رو اشتباه فهمیدی
1- گفتم اگر رویایی فکر کنیم که هر هر گروه زبان شناسی 10 نفر رو استخدام کنه نگفتم هر سال این اتفاق می‌افته. در ادامه هم نوشتم با تو و بسیاری از دوستان موافقم که هیئت علمی شدن تقریبا محال هست.
2- نوشتم باید خودمون رشتمون رو معرفی کنیم و یکی چند مثال زدم نگفتم این جا ها شما رو استخدام می‌کنن گفتم باید تلاش و همت کنیم به جای اینکه فقط به هیئت علمی شدن تو گروه زبانشناسی فکر کنیم بگردیم ببینیم کجاها می‌شه کار تولید کرد تاکید می کنم کار تولید کرد
1- گفتار درمانی: اول اینکه ما دنبال کارهایی هستیم که استخدام رسمی داشته باشه بله مراکز گفتار درمانی برای استخدام رسمی نیاز به ارشد و دکتری گفتار درمانی داره اما برای ارائه مشاوره و کمک به تیم متخصص هیچ نیازی به داشتن ارشد و دکتری گفتار درمانی نیست، ما باید با این مراکز وارد گفتگو و مذاکره بشیم باید از حضور دکتر رضانیلی‌پور زبانشناس بزرگواری که در دانشگاه علوم توانبخشی هست کمک بگیریم و آرام آرام خودمون رو به حوزه گفتاردرمانی وارد کنیم، کاری که گروه زبان شناسی بوعلی‌سینا با دانشگاه علوم پزشکی همدان کردن، بپرسید و تحقیق کنید.",ham
﻿شیوه‌ی کلامت در خصوص پارتی و حکومت و... واقعاً ناراحت شدم البته چون با ادبیاتت کم کم دارم اشنا می‌شم باید صبوری کنم. دوست خوبم من پارتی ندارم به جای امید، همت، تلاش، پشتکار، اندیشیدن، آینده‌نگری و... دارم نمی‌شینم بگم زبان‌شناسی اله و جیم بله، فکر می‌کنم چه‌طور می شه با کوشش و تلاش و رفتن و اومدن و حتی توهین شدن و سنگ رو یخ‌شدن حرفهای به حقم رو بگم و مطرح کنم البته از دوستان و هم‌فکران خوبی هم برخوردار هستم و امید دارم به آینده آینده‌ای که باید با تلاش، کوشش و ریزبینی و تدبیر با هم بسازیمش. بسیار بسیار در همین وبلاگ خوندم که دوستان هنوز ابتدایی‌ترین روش‌های تحقیق رو نمی‌دونن نه اینکه ندونن می‌دونن اما 2 چیز ندارن 1- دغدغه 2- روحیه جستجوگری؛ چیزی که جوونهای تحصیل‌کرده ی امروز به شدت ازش بی‌خبرن و باهاش سال‌ها فاصله دارن. تو دوره فیس‌بوکی زندگی می‌کنیم که love به like تبدیل شده...,ham
"﻿مینا جانم:
همون طور که عرض کردم از جوانی ارزوی استاد دانشگاهی داشتم. با اینکه حقوق قبول شدم چون تصورم این بود شاید از هدفم دور بشم ادبیات انگلیسی رو انتخاب کردم .الانم با بیانات اقای احمدی تردیدم به کلی از بین رفت و میخوام سال اینده ادبیات شرکت کنم و به فضل خداوند رحمان یه زندگی اروم دانشگاهی داشته باشم. برای شما مینای عزیز که متاسفانه سعادت هم کلاسی شدن باهات رونداشتم و همه خواننده های این وبلاگ ارزو میکنم هرچی خیره براتون اتفاق بیافته و 2 سال دیگه خبر قبولی همه شما عزیزان رو در کنکور دکتری بشنوم",ham
"﻿جناب آقای محمد رضا داوری
سلام و عرض ادب و احترام. واقعا جای بس افتخار دارد که میهن من فرزندانی مثل شما دارد و جای بسی تاسف که آن طور که باید و شاید از استعداد و دانش شما استفاده نشده است. اما لازم می دانم نکاتی را یادآوری کنم:
1- فارغ التحصیل شدن از دانشگاه دولتی به خودی خود نشانه ی باسوادی و فارغ التحصیل شدن از دانشگاه آزاد هم بالذات علامت بیسوادی یا کم سوادی نیست. به نظرم مهمترین عامل در امر تحصیل خود فرد است. البته محیط و دانشگاه و استاد و.... هم موثر است اما هیچ چیز نمی تواند جای تلاش خود فرد را بگیرد. البته هر کسی دوست دارد به دانشگاه دولتی آن هم دوره های روزانه برود اما خودت بهتر می دانی که 10 یا 20 سال پیش به دلیل تعداد بالای شرکت کنندگان و ظرفیت پایین دانشگاه ها در آزمون سراسری (دوره ی لیسانس) رقابت بسیار فشرده بود. البته من خودم در اوایل و اواخر دهه ی هفتاد دو بار در کنکور سراسری در دانشگاه فردوسی (روزانه) پذیرفته شدم (یکبار در گروه ریاضی و یک بار در گروه انسانی) و می توانم گواهی بدهم که عدم قبولی در آن دوره تا حد زیادی می تواند نشانه ی کم شانسی یا عملکرد نامناسب در جلسه ی آزمون باشد نه کم سوادی.
در بین همکاران دوستی دارم که فارغ التحصیل دانشگاه تهران و بی نهایت باسواد است. روزی به او گفتم که حیف است تو با این سواد یک عضو ساده ی گروه آموزشی خودت هستی و کسی با سواد خیلی کمتر که از دانشگاه فلان فارغ التحصیل شده سرگروه تو است. نگاهی عاقل اندر سفیه به من انداخت و گفت: فلانی حتی فکرش هم برای من گناه است که خود را باسوادتر از دیگران بدانم.",ham
﻿آقای داوری آتشیشت تنده برادر! رفتی از آموزش ودانشگاه رایگان استفاده کردی حا لا یه چیزیم طلبکاری!!!!!!!!!! آقای محترم بعضی از افرادی که دانشگاه آزاد میخونن دولتی شهرهای دیگه قبول شدن ولی به خاطر بعضی مسائل از جمله دوری مسافت نتونستن برن و تو دانشگاه آزاد خودشون مشغول تحصیل شدن.من مترجمی دانشگاه آزاد شیراز خوندم از این موارد زیاد دیدم .من ارشد آزاد میخونم تمام بچه ها یه چیزی حالیشونه. الا دو نفر که از دولتی اومدن. واقعن دوتا خنگولن!!!!!!!!! چه آزاد چه دولتی آدم بیسواد زیاد میده بیرون وگرنه وضع کشور اینجوری نبود.حالا شما نابغه ای باش!!! بله داداش شاید شما برای ورود به دانشگاه دولتی بیشتر از آزادیا تلاش کرده باشی از کجا معلوم این تلاشها فقط دربدو ورود به دانشگاه نبوده . از کجا معلوم که در طول دوران تحصیل میزان د ا نش و علمی که شما کسب کردین بیشتر از بعضی آزادیها بوده باشه! کنکور به این صورت که توی ایران مرسوم هست توی کشورهای پیشرفته و توسعه یافته نیست.هیچ جای دنیا به کسی که چند گزینه رو بیشتر زده و فقط به حفظ مطالب پرداخته نمیگن نخبه.الا تو این خراب شده که یه امتحان به اسم کنکور میگیرن و از محفوظات طرف امتحان چهار گزینه ای میگیرن که از نظر استاندارد زیره سواله ! توی کشورهای توسعه یافته دانشگاههایی مثل آکسفورد و هاروارد که معتبرتر هستند شهریه های بیشتری دریافت میکنند و آموزش و خدمات بهتری ارایه میدن. و دانشگاههای دولتی و رایگان از اعتبار خیلی کمتری بر خوردارن.ولی ایران برعکسه! هرچی پول بدی بیشتر فحش میخوری! آره دادش بیشتر از بقیه برا ورود به دانشگاه زور زدی که زدی!هدفت پول ندادن بود!رفتی آش مفتی خوردی!حالا یه چیزی هم طلبکاری! نیا بیا مارو هم بزن. د بزن دیگه! منی که دانشگاه آزاد بودم خوابگاه نداشتم باید فکر خوابگاه می بودم ،فکر درس میبودم،فکر غرولند کردن پدرومادرم موقع دادن شهریه می بودم،حالا هم نوبت شماس,ham
﻿میدونی چیه بعضیا عادت کردن به گدایی! از اول پول ندادی حالام که چیزی بهت نمیدن صدات در اومده آره نخبه عزیز! ظاهرا دانشگاه دولتی فقط عقده ای میده بیرون !حالا نخبه با زبان فرانسه ات میخواستی چیکار کنی!؟ نیروگاه اتمی میساختی یا موشک وهواپیما!می دونی فقر انسان رو نابود میکنه از جمله روحیاتشو !شما داری از گرسنگی میمیری حالا که یکی یه چیزی گیرش اومده داری میترکی!اینقدم به خاطرات تلخ دوران کودکیت فک نکن.فک میکنی لااقل با ما در میون نذار آخه اوقاتمونو تلخ میکنه. ولی خودمونیما بدجوری رو شخصیتت اثر گذاشته!!,ham
